,Video ID,Title,Comment_Original,Comment,Label
12,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Gua mah ogah divaksin, gua baik baik saja",saya mah tidak divaksin saya baik baik saja,0
13,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"*SURAT KEPEDULIAN RAKYAT UNTUK PEMIMPIN (SKRUP)*

*Assalamualaikum wr.wb*
*Dengan hormat kita (masyarakat) untuk bapak/ibu di gedung kepemimpinan*

*PRESIDENT adalah pemimpin kami*
*DPR adalah dewan perduli rakyat (katanya)*

  KAMI SEBAGAI MASYARAKAT SANGAT TAKUT PRESIDENT dan SELURUH ANGGOTA DPR TERJANGKIT COVID - 19 .. 
maka saya masyarakat dengan penuh rasa hormat dan cinta kepada bapak PRESIDENT dan untuk seluruh ketua /anggota DPR DI SUNTIKAN VAKSIN LEBIH DULU  .. 
      karna insya allah dengan izin allah imun kami kuat karna bekerja setiap harinya panas - panasan , kehujanan , kesaljuan dll cuaca sudah kami rasakan .

*Cukup sekian surat cinta ini saya lampirkan* *Wassalamualaikum wr.wb*

*- (30 oktober 2020)*",surat kepedulian rakyat untuk pemimpin skrup assalamualaikum wr wb dengan hormat kita masyarakat untuk bapak ibu di gedung kepemimpinan president adalah pemimpin kami dpr adalah dewan perduli rakyat katanya kami sebagai masyarakat sangat takut president dan seluruh anggota dpr terjangkit covid maka saya masyarakat dengan penuh rasa hormat dan cinta kepada bapak president dan untuk seluruh ketua anggota dpr di suntikan vaksin lebih dulu karna insya allah dengan izin allah imun kami kuat karna bekerja setiap harinya panas panasan kehujanan kesaljuan dll cuaca sudah kami rasakan cukup sekian surat cinta ini saya lampirkan wassalamualaikum wr wb oktober,0
14,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"sudah lah... nggak usah nunggu  yang ketiga... dan izin bpom...,  sekarang suntikan ke presiden, lengkap dengan para menteri dan seluruh ponggawa nya, dan juga para wakil wakil kita di DPR, sebagai uji coba nya, yang telah dapat vaksin ini di persilahkan jalan jalan ke wisma atlit sambil salami satu persatu dengan tanpa masker.... hasil nya ditunggu rakyat lah.",sudah lah nggak usah nunggu yang ketiga dan izin bpom sekarang suntikan ke presiden lengkap dengan para menteri dan seluruh ponggawa nya dan juga para wakil wakil kita di dpr sebagai uji coba nya yang telah dapat vaksin ini di persilahkan jalan jalan ke wisma atlit sambil salami satu persatu dengan tanpa masker hasil nya ditunggu rakyat lah,0
15,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Yg pertama di vaksin adalah presiden dan seluruh menteri, anggota DPR ri, seluruh gubernur dan pejabat2 lainnya . . Beri contoh dulu.",yang pertama di vaksin adalah presiden dan seluruh menteri anggota dpr ri seluruh gubernur dan pejabat lainnya beri contoh dulu,0
16,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kalo benar2 wakil rakyat.... DPR..Mohon rakyat diwakili dulu utk coba vaksinnya nggih.....,kalo benar wakil rakyat dpr mohon rakyat diwakili dulu untuk coba vaksinnya nggih,0
17,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"nda butuh vaksin,,kasi aja yg mau di vaksin..",nda butuh vaksin kasi aja yang mau di vaksin,0
18,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"president dulu disuntik vaksin baru RAKYAT, kalau gak mau Rakyat gak usah disuntik, Rakyat sehat kok divaksin 😪.
vaksin belum di uji coba di indo kok langsung di pakai, mengenaskan 😭😭😭",president dulu disuntik vaksin baru rakyat kalau gak mau rakyat gak usah disuntik rakyat sehat kok divaksin vaksin belum di uji coba di indo kok langsung di pakai mengenaskan,0
19,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Knp yg di uji coba para relawan hrsnya yg sdh terpapar positip cvid sja hdeeeeh,kenapa yang di uji coba para relawan harusnya yang sudah terpapar positip cvid saja hdeeeeh,0
20,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"aduh pa presiden. coba berfikir cerdas jangan terpengaruh oleh  WHO. 
silahkan saja para pejabat aja dulu.
ingat tulisan saya
apa yang akan terjadi dikemudian hari
kalian nanti akan mengerti apa itu COPID",aduh pa presiden coba berfikir cerdas jangan terpengaruh oleh who silahkan saja para pejabat aja dulu ingat tulisan saya apa yang akan terjadi dikemudian hari kalian nanti akan mengerti apa itu copid,0
21,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kelamaan vaksinya sampe manusia modar kabeh,kelamaan vaksinya sampai manusia modar kabeh,0
22,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Saya ga mau divaksin karna saya alergi jarum suntik,saya ga mau divaksin karna saya alergi jarum suntik,0
23,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Wow buang duwit aja... Semoga dasa2ku di ampuni ,, aamiin",wow buang duwit aja semoga dasaku di ampuni aamiin,0
24,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Vaksin tidak akan ada gunanya,vaksin tidak akan ada gunanya,0
25,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ora sudi nganggo vaksin covid19,ora sudi nganggo vaksin covid,0
26,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Maaf Sy kira LELET,,,Tahun depan  berapa byk makan Korban lagi Pak..
Uji coba ngapain REPOT siii Pak,kasih aja sama yg kena corona dahulu...
Dari pada yg kena corona dikasih obat asal..
Setuju like!!!",maaf saya kira lelet tahun depan berapa banyak makan korban lagi pak uji coba ngapain repot siii pak kasih aja sama yang kena corona dahulu dari pada yang kena corona dikasih obat asal setuju like,0
27,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Bingung dah sama penguasa, khan jelas vaksin hanya specifik covid-19, sdg covid-19 sudah mutan/mutasi beratus2 bahkan beribu2 kali. Apalagi bersifat ADE justru diberi vaksin yg bukan specifiknya/peruntukkannya akan menjadi lebih ganas 😭😇",bingung dah sama penguasa khan jelas vaksin hanya specifik covid sedang covid sudah mutan mutasi beratus bahkan beribu kali apalagi bersifat ade justru diberi vaksin yang bukan specifiknya peruntukkannya akan menjadi lebih ganas,0
28,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,kalo udah ada vaksin ngapain masih pakai mask? masih gak selamat?,kalo sudah ada vaksin ngapain masih pakai mask masih gak selamat,0
29,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Yg pertama di suntik sebelum rakyat
1.Bapak Presiden n Wakilny
2.Ketua MPR n DPR
3.Semua pejabat negara.
Dan harus di saksikan pihak yg netral.
Bukanny g percaya tapi vaksin itu dari CHINA.",yang pertama di suntik sebelum rakyat bapak presiden wakilny ketua mpr dpr semua pejabat negara dan harus di saksikan pihak yang netral bukanny percaya tapi vaksin itu dari china,0
30,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Uji coba di tikus-tikus penghuni gedung DPR dulu ya ! Jangan uji ke manusia dulu.🙂,uji coba di tikus tikus penghuni gedung dpr dulu ya jangan uji ke manusia dulu,0
31,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Sementara ada pendapat ahli yg perlu kehati hatian karena vaksinnya bisa malah menimbulkan makin ganasnya covid19 pada yg divaksin,sementara ada pendapat ahli yang perlu kehati hatian karena vaksinnya bisa malah menimbulkan makin ganasnya covid pada yang divaksin,0
32,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ragu boleh kan,ragu boleh kan,0
33,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Presiden ga sadar Covid19 ga pernah diteliti percobaan, akan terjsdi pembunuhan masal,  ga jelas tuk apa covid19 ,jangan mau disuntik",presiden ga sadar covid ga pernah diteliti percobaan akan terjsdi pembunuhan masal ga jelas tuk apa covid jangan mau disuntik,0
34,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"vaksin = imunisasi = orang dulu yg g di imunisasi sehat sehat umur panjang .. 
nenek saya aja yg lahir jaman jepan masih sehat .. sedang kan anak nya udah 3 yg meninggal 😢",vaksin imunisasi orang dulu yang di imunisasi sehat sehat umur panjang nenek saya aja yang lahir jaman jepan masih sehat sedang kan anak nya sudah yang meninggal,0
35,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Cobain ke Presiden dulu sama keluarganya... Trus cobain ke DPR dan Jajaran Pemerintah...,cobain ke presiden dulu sama keluarganya terus cobain ke dpr dan jajaran pemerintah,0
36,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Pilih vaksin atau obat yg akurat (memiliki presentase kesembuhan tinggi), jangan kena t.pu lgi seperti rp.d test (sangat tidak akurat)",pilih vaksin atau obat yang akurat memiliki presentase kesembuhan tinggi jangan kena pu lagi seperti rp test sangat tidak akurat,0
37,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"ada penelitian tentang ADE, jadi tidak berguna tuh vaksin",ada penelitian tentang ade jadi tidak berguna tuh vaksin,0
38,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Masyarakat yang Cerdas, hati-hati☝️ vaksin covid 19, dititip virus lain yang akan diaktifkan kembali, akhirnya yang sehat setelah di vaksin virus yang satu terjangkit virus yang lain dan akan jadi masa pendemi yang takberkesudahan, 🙏",masyarakat yang cerdas hati hati vaksin covid dititip virus lain yang akan diaktifkan kembali akhirnya yang sehat setelah di vaksin virus yang satu terjangkit virus yang lain dan akan jadi masa pendemi yang takberkesudahan,0
39,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kami no..kasih aja dlu ke pemerintah ....,kami no kasih aja dulu ke pemerintah,0
40,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Mending ambil vaksin dari bau jigong w, sama bau ketek w ni, w hargai 1000 trilyun, dijamin gk bakal korona lg, secara w ini opang, kuli bangunan, pedagang asongan, pake masker kain yg gk pernah dicuci cuci ,w tetep sehat, dengan mulut yg bau jigong karna udh lm gk gosok gigi (gk da pemasukan bro buat beli odol), ketek super bau gk kuat beli rexona, orang orang bilang w ini orang sakti, tidur dijln, diusir dari kontrakan, gk kuat byr kontrakan, gk dpt bansos, cm makan dari sisa warteg dan warung padang, lumayan nasi sisa bikin kenyang jg, punya HP, gk punya pulsa, cm bisa wifi gratisan warteg, ada jg yg kasihan ngasih duit katanya buat beli odol sama rexona, w bilang aja, karna mulut w bau dan ketek w bau, korona jadi takut sama w, ada lg yg bilang masa sih?, w bilang aja, ni w masih hidup sehat kan, langit sebagai atap rumahku, bumi sebagai lantai  menyusuri jln",mending ambil vaksin dari bau jigong sama bau ketek ni hargai trilyun dijamin tidak bakal korona lagi secara ini opang kuli bangunan pedagang asongan pake masker kain yang tidak pernah dicuci cuci tetep sehat dengan mulut yang bau jigong karna sudah lm tidak gosok gigi tidak da pemasukan bro buat beli odol ketek super bau tidak kuat beli rexona orang orang bilang ini orang sakti tidur dijln diusir dari kontrakan tidak kuat bayar kontrakan tidak dapat bansos cm makan dari sisa warteg dan warung padang lumayan nasi sisa bikin kenyang jg punya hp tidak punya pulsa cm bisa wifi gratisan warteg ada jg yang kasihan ngasih duit katanya buat beli odol sama rexona bilang aja karna mulut bau dan ketek bau korona jadi takut sama ada lagi yang bilang masa sih bilang aja ni masih hidup sehat kan langit sebagai atap rumahku bumi sebagai lantai menyusuri jalan,0
41,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Pencitraan tok,pencitraan tok,0
42,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Wkwkwkwk ngomong kyk tuhan...bisa mengetahui segala,mencegah lebih baik dr mengobati...mencegah aja gak bisa,ini lagi mau mengobati",wkwkwkwk ngomong seperti tuhan bisa mengetahui segala mencegah lebih baik dr mengobati mencegah aja gak bisa ini lagi mau mengobati,0
43,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Kenapa gak diam aja deh, mending fokus ngurangin penularan covid 19 daripada Koar Koar vaksin, klise.",kenapa gak diam aja deh mending fokus ngurangin penularan covid daripada koar koar vaksin klise,0
44,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Mana vaksin woy dari pas pertama korona mau bikin vaksin tapi ga jadi2, btw kalo udah jadi tolong jangan diuji coba ke rakyat dulu penjabat2 tinggi dulu",mana vaksin woy dari pas pertama korona mau bikin vaksin tapi ga jadi btw kalo sudah jadi tolong jangan diuji coba ke rakyat dulu penjabat tinggi dulu,0
45,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Paling juga prank,paling juga prank,0
46,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Bodo ah......,bodo ah,0
47,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,TERUSLAH MENAKUT-NAKUTI WALAU TAK BERGUNA,teruslah menakut nakuti walau tidak berguna,0
48,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,DPR.. MPR... SEHARUSNYA YANG DI BUAT UJI KLINIS DULU...BERANI GK...??? MPR DPR,dpr mpr seharusnya yang di buat uji klinis dulu berani tidak mpr dpr,0
49,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Yg di uji coba malah para relawan,para ketua jabatan pada gak mau,takut apa gimana",yang di uji coba malah para relawan para ketua jabatan pada gak mau takut apa gimana,0
50,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,bacotlah,bacotlah,0
51,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ikuti jalan pikiran plonga plongo... Sampe mati bingung dan tersesat.,ikuti jalan pikiran plonga plongo sampai mati bingung dan tersesat,0
52,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,lama kali siap januari2021.. harusnya ya di prioritaskan lah paling lama bulan depan ada gt.,lama kali siap januari harusnya ya di prioritaskan lah paling lama bulan depan ada gt,0
53,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Udh si stop pembodohan covid-19 indonesia sudah dibutakan dengan covid jngn rakyat dijadikan kambing percobaan stiap berita isinya covid coba yang korupsi itu merdeka koprol"" hilang dri berita hadeh cape denger nya pdahal covid itu hoaks",sudah si stop pembodohan covid indonesia sudah dibutakan dengan covid jangan rakyat dijadikan kambing percobaan stiap berita isinya covid coba yang korupsi itu merdeka koprol hilang dari berita hadeh cape denger nya pdahal covid itu hoaks,0
54,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Kalian dulu para pejabat yg harus di suntik vaksin ya.
Baru kami rakyat biasa selanjut nya",kalian dulu para pejabat yang harus di suntik vaksin ya baru kami rakyat biasa selanjut nya,0
55,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,stupid,stupid,0
56,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Kok lama bangetttttttt,kok lama bangetttttttt,0
57,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,jangan ngomong dulu lah sebelum ada bukti,jangan ngomong dulu lah sebelum ada bukti,0
58,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Abis itu vaksin nya di suruh bayar sama rakyat... Sama aja dong pak.. Gratis harus nya untuk masyarakat Indonesia. Keadilan bagi seluruh rakyat Indonesia,abis itu vaksin nya di suruh bayar sama rakyat sama aja dong pak gratis harus nya untuk masyarakat indonesia keadilan bagi seluruh rakyat indonesia,0
59,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"BODO AMATTTTTTT!!!!!!!!!!!! KITA UDAH NORMAL KEMBALI!!  GAK PAKE MASKER!! TOKO"" UDAH 24 JAM !!  LU DI BODOHI DAN SURUH BELI VAKSIN ITU!!",bodo amattttttt kita sudah normal kembali gak pake masker toko sudah jam lu di bodohi dan suruh beli vaksin itu,0
60,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"ati2, disuntik jadi mutan loe",ati disuntik jadi mutan kamu,0
61,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Lemot.ngapain nunggu januari,lemot ngapain nunggu januari,0
62,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"gk pakek vaksin aj bnyk yg sembuh,,terlalu berbelit2 dlm ngurus mslah..apa kontrak bisnis nya mash panjng kok hars smpk 2021...",tidak pakek vaksin saja banyak yang sembuh terlalu berbelit dalam ngurus mslah apa kontrak bisnis nya masih panjng kok hars smpk,0
63,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Bulsyit,bulsyit,0
64,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Atuuh takut di suntik,atuuh takut di suntik,0
65,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,kok saya gak percaya yah,kok saya gak percaya yah,0
66,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ogahhh guee suntik,ogahhh guee suntik,0
67,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Impor lagi, ngutang lagi....",impor lagi ngutang lagi,0
68,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Tukang pendongeng bisa aj ngomong seperti itu, tp gak ada sesuai dari kenyataannya",tukang pendongeng bisa saja ngomong seperti itu tapi gak ada sesuai dari kenyataannya,0
69,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Yg pertama pke harus pejabat tinggi2 dulu baru rakyat,yang pertama pakai harus pejabat tinggi dulu baru rakyat,0
70,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Mentri nyaaa dulu yaaa yang suruh cobaaaa,mentri nyaaa dulu yaaa yang suruh cobaaaa,0
71,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Vaksin chip elite global,vaksin chip elite global,0
72,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Sok tau,sok tau,0
73,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Bodo amat,bodo amat,0
74,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Ogah banget,tidak banget,0
75,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Bodo amat..
Yg percaya sama kolorna
Silahkan di paksin!
..
..
..
Sedikit Saran nih..
Obat ampuh menghilangkan 
kolorna..
Buang sepanduk yg bertulisan
Kolorna..
Matikan tipi saat ada berita kolorna..
Kolorna ilang seperti Harun masuki😂",bodo amat yang percaya sama kolorna silahkan di paksin sedikit saran nih obat ampuh menghilangkan kolorna buang sepanduk yang bertulisan kolorna matikan tipi saat ada berita kolorna kolorna ilang seperti harun masuki,0
76,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Coba ente pake dulu,coba ente pake dulu,0
77,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Suntik rabies aja🤣🤣,suntik rabies aja,0
78,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Uji coba anggota dewan mantap cuy,uji coba anggota dewan mantap cuy,0
79,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,yah kerja samanya sama china gimana mau berhasil,yah kerja samanya sama china gimana mau berhasil,0
80,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Terserah lo ajalah jok males sudah dnger omongan lo,terserah lo ajalah jok males sudah dnger omongan lo,0
81,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Jokowi dan para menteri dulu yang mencoba vaksinnya,jokowi dan para menteri dulu yang mencoba vaksinnya,0
82,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,China aja tanpa vaksin bisa meredam covid ko ini Indonesia malah nambah banyak😂,china aja tanpa vaksin bisa meredam covid ko ini indonesia malah nambah banyak,0
83,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Ya Allah.. Semoga Oknum yg meraup keuntungan di tengah pandemi ini.. Segera Kau tegur ya Allah.. Kalo memang Tidak bisa di tegur, Langsung Panggil aja menghadapMu ya Allah..",ya allah semoga oknum yang meraup keuntungan di tengah pandemi ini segera kau tegur ya allah kalo memang tidak bisa di tegur langsung panggil aja menghadapmu ya allah,0
84,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,saya menolak... vaksin memprogram ketahanan imun kita... bsk akan ada efek penyakit baru... cukup di vaksin yang sakit saja...,saya menolak vaksin memprogram ketahanan imun kita besok akan ada efek penyakit baru cukup di vaksin yang sakit saja,0
85,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"ente dulu tapi yang coba duluan, siaran langsung di TV",ente dulu tapi yang coba duluan siaran langsung di tv,0
86,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Dana teross wkwkwk mending gua ngopi dari pada di suntik vaksin  wkwk,dana teross wkwkwk mending saya ngopi dari pada di suntik vaksin wkwk,0
87,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Made in China biasanya gk awet,..😀😀",made in china biasanya tidak awet,0
88,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Harusnya jokowi dulu di uji coba,harusnya jokowi dulu di uji coba,0
89,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Januari? Lama banget? Keburu phk massal dan pengangguran bertambah banyak gitu,januari lama banget keburu phk massal dan pengangguran bertambah banyak gitu,0
90,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Di coba dlu ke para menteri nya..atau bapak coba dlu,di coba dulu ke para menteri nya atau bapak coba dulu,0
91,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,awas hoax,awas hoax,0
92,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Lama2 kita semua kaya Ayam harus di suntik vaksin,sori ya saya mah gak mau,itu kan yg di suntikan virus serem lah!? :(",lama kita semua kaya ayam harus di suntik vaksin sori ya saya mah gak mau itu kan yang di suntikan virus serem lah,0
93,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Saya sangat melarang keluarga saya untuk mengikuti vaksin indonesia Tiongkok,kecuali vaksin Turkey",saya sangat melarang keluarga saya untuk mengikuti vaksin indonesia tiongkok kecuali vaksin turkey,0
94,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Bacot,bacot,0
95,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Petinggi² nya aja dulu yaah yang cobain 😊,petinggi nya aja dulu yaah yang cobain,0
96,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,YANG BUAT VAKSIN DISUNTIK DULU LAH,yang buat vaksin disuntik dulu lah,0
97,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,semoga vaksinnya gak bekerja. biar selamanya ada covid,semoga vaksinnya gak bekerja biar selamanya ada covid,0
98,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,Gamau nanti umur 30an udh pada mati :v Suntik SD SMP SMA aja kagak guamah :v awkwkwkwk Perpendekan umur,gamau nanti umur an sudah pada mati suntik sd smp sma aja kagak guamah awkwkwkwk perpendekan umur,0
99,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,AU AH udah males vaksin vaksin,au ah sudah males vaksin vaksin,0
100,PwwL10ZlE6g,Jokowi: Vaksin Covid-19 Siap Januari 2021,"Kok siap Januari 2021 , kenapa GK skrg aja",kok siap januari kenapa tidak sekarang aja,0
